comment_id,comment_text,is_toxic
9369,Really informative and thoughtful post.,0
3314,This is such a pathetic attempt.,1
7266,"Nicely written post, very engaging.",0
9366,"Such a brilliant comment, well done!",0
4744,"You're an idiot, no one likes you.",1
7818,"Your perspective really made me think, thank you!",0
9167,"Wow, this really changed my perspective, thank you!",0
7512,"Your perspective really made me think, thank you!",0
5580,Really informative and thoughtful post.,0
5327,I completely disagree with this!,0
4983,This is absolutely terrible.,1
4546,"What a load of rubbish, you should be ashamed.",1
6031,"Excellent work, really appreciate it!",0
9003,Very well articulated and respectful opinion.,0
2095,"Just stop already, your point makes no sense.",1
4197,"This is just stupid, what are you even talking about?",1
4112,This is the most ignorant thing I've ever read.,1
5521,Very well articulated and respectful opinion.,0
7550,"Nicely written post, very engaging.",0
412,"Be quiet, no one cares what you think.",1
3032,"You're an idiot, no one likes you.",1
7953,"Your perspective really made me think, thank you!",0
6910,Keep up the good work!,0
5954,"What a wonderful post, thank you!",0
4907,"Shut up, no one wants to hear your opinion.",1
8360,"Your perspective really made me think, thank you!",0
1955,This is absolutely terrible.,1
9558,"Such an insightful comment, great job!",0
1615,"What a load of rubbish, you should be ashamed.",1
8831,"Wow, this really changed my perspective, thank you!",0
193,"You must be kidding, how can you be so dumb?",1
8533,"Nicely written post, very engaging.",0
4151,"What nonsense, you're clearly misinformed.",1
8796,"Nicely written post, very engaging.",0
8070,"Amazing work, really loved your thoughts!",0
3961,"Be quiet, no one cares what you think.",1
6656,"Such an insightful comment, great job!",0
9773,"What a wonderful post, thank you!",0
5250,Very well articulated and respectful opinion.,0
4493,"What a load of rubbish, you should be ashamed.",1
1547,How can someone be so ridiculous?,1
7089,"Such an insightful comment, great job!",0
2938,This is the most ignorant thing I've ever read.,1
4218,This is absolutely terrible.,1
7294,"Such a brilliant comment, well done!",0
5323,Keep up with the good content!,0
4593,"What a load of rubbish, you should be ashamed.",1
787,This is so ignorant and offensive.,1
6456,Very informative and well researched.,0
1414,"What nonsense, you're clearly misinformed.",1
8851,Thank you for this wonderful article!,0
3559,"You're such a loser, get a life.",1
2836,"No one likes you, you're just a fool.",1
539,This is such a pathetic attempt.,1
2091,This is the most ignorant thing I've ever read.,1
573,This is so ignorant and offensive.,1
3186,"Just stop already, your point makes no sense.",1
6290,Keep up with the good content!,0
4787,"Just shut up already, enough with your nonsense.",1
5169,Thank you for this wonderful article!,0
6412,"Your perspective really made me think, thank you!",0
3031,"This is just stupid, what are you even talking about?",1
9032,"Your perspective really made me think, thank you!",0
509,"Just shut up already, enough with your nonsense.",1
7676,I completely disagree with this!,0
3057,"You're an idiot, no one likes you.",1
1978,"No one likes you, you're just a fool.",1
9761,"Fantastic job, very enlightening!",0
2094,"You must be kidding, how can you be so dumb?",1
2513,"You're worthless, get a life.",1
4306,"This is so dumb, I can't believe it.",1
4138,"You're such a loser, get a life.",1
1022,"What a load of rubbish, you should be ashamed.",1
6773,"Great post, very well written.",0
641,"Shut up, no one wants to hear your opinion.",1
1350,"No one likes you, you're just a fool.",1
7596,Very well articulated and respectful opinion.,0
5991,Really informative and thoughtful post.,0
754,This is so ignorant and offensive.,1
2564,"You must be kidding, how can you be so dumb?",1
9924,"Excellent work, really appreciate it!",0
4782,"This is so dumb, I can't believe it.",1
5971,Very well articulated and respectful opinion.,0
1186,"Just shut up already, enough with your nonsense.",1
618,"Be quiet, no one cares what you think.",1
6626,Keep up the good work!,0
4872,This is such a pathetic attempt.,1
8999,"Fantastic article, very enlightening!",0
3169,"Just stop already, your point makes no sense.",1
5792,Very informative and well researched.,0
2636,"Just stop already, your point makes no sense.",1
7038,Keep up with the good content!,0
6956,"Your perspective really made me think, thank you!",0
5069,I don't agree with this statement.,0
6807,"Such a brilliant comment, well done!",0
9157,Keep up the good work!,0
7013,Very informative and well researched.,0
5491,"Amazing work, really loved your thoughts!",0
9375,Keep up the good work!,0
3831,This is so ignorant and offensive.,1
6907,"Amazing work, really loved your thoughts!",0
4616,"What a load of rubbish, you should be ashamed.",1
3884,"You're worthless, get a life.",1
6908,"Great post, very well written.",0
6692,"Your perspective really made me think, thank you!",0
3296,"This is so dumb, I can't believe it.",1
4293,How can someone be so ridiculous?,1
1790,"What nonsense, you're clearly misinformed.",1
4770,"You're worthless, get a life.",1
3730,"This is so dumb, I can't believe it.",1
3209,This is such a pathetic attempt.,1
8182,"Your perspective really made me think, thank you!",0
6428,"Such an insightful comment, great job!",0
6547,I completely disagree with this!,0
8910,"Amazing work, really loved your thoughts!",0
6944,Very well articulated and respectful opinion.,0
5819,I don't agree with this statement.,0
8539,Thank you for this wonderful article!,0
9332,"Wow, this really changed my perspective, thank you!",0
8336,"Fantastic job, very enlightening!",0
4768,"What a load of rubbish, you should be ashamed.",1
7033,"Wow, this really changed my perspective, thank you!",0
941,"You're an idiot, no one likes you.",1
9598,"Such an insightful comment, great job!",0
2544,This is such a pathetic attempt.,1
6988,Very well articulated and respectful opinion.,0
6733,"Such an insightful comment, great job!",0
2458,"This is just stupid, what are you even talking about?",1
1819,"You're worthless, get a life.",1
2891,"Be quiet, no one cares what you think.",1
2363,"You're such a loser, get a life.",1
8148,"Great post, very well written.",0
8154,"Excellent work, really appreciate it!",0
2958,This is such a pathetic attempt.,1
3680,This is the most ignorant thing I've ever read.,1
6419,"Your perspective really made me think, thank you!",0
5668,Well expressed and thoughtful opinion.,0
4120,"What a load of rubbish, you should be ashamed.",1
544,"You're worthless, get a life.",1
5838,Thank you for this wonderful article!,0
7777,"Such a brilliant comment, well done!",0
3536,This is such a pathetic attempt.,1
8271,"Wow, this really changed my perspective, thank you!",0
9655,I completely disagree with this!,0
3,This is the most ignorant thing I've ever read.,1
6262,Very well articulated and respectful opinion.,0
3217,This is the most ignorant thing I've ever read.,1
249,"Just shut up already, enough with your nonsense.",1
8932,"Great post, very well written.",0
9614,I completely disagree with this!,0
5809,"Fantastic job, very enlightening!",0
7732,Very informative and well researched.,0
7199,"Such a brilliant comment, well done!",0
1716,"Just stop already, your point makes no sense.",1
3752,"Be quiet, no one cares what you think.",1
4007,"You're an idiot, no one likes you.",1
5099,"Fantastic job, very enlightening!",0
7894,Keep up the good work!,0
881,This is such a pathetic attempt.,1
5581,"Your perspective really made me think, thank you!",0
6638,Very well articulated and respectful opinion.,0
331,"You're worthless, get a life.",1
835,"You must be kidding, how can you be so dumb?",1
1440,"What a load of rubbish, you should be ashamed.",1
4060,"Shut up, no one wants to hear your opinion.",1
1717,This is so ignorant and offensive.,1
5444,"Wow, this really changed my perspective, thank you!",0
7098,"Fantastic job, very enlightening!",0
8055,Well expressed and thoughtful opinion.,0
205,"Shut up, no one wants to hear your opinion.",1
2616,"What a load of rubbish, you should be ashamed.",1
9607,"Nicely written post, very engaging.",0
3909,This is so ignorant and offensive.,1
7170,"Fantastic job, very enlightening!",0
7097,I don't agree with this statement.,0
9043,"Amazing work, really loved your thoughts!",0
6381,Thank you for this wonderful article!,0
2700,"No one likes you, you're just a fool.",1
3446,This is such a pathetic attempt.,1
9883,"Great post, very well written.",0
5862,"Nicely written post, very engaging.",0
420,"Shut up, no one wants to hear your opinion.",1
7552,Keep up the good work!,0
1539,"This is just stupid, what are you even talking about?",1
4337,This is the most ignorant thing I've ever read.,1
6053,Keep up with the good content!,0
3616,This is such a pathetic attempt.,1
523,"You're such a loser, get a life.",1
818,"Just shut up already, enough with your nonsense.",1
7117,Very informative and well researched.,0
2073,"Shut up, no one wants to hear your opinion.",1
6833,"Such a brilliant comment, well done!",0
9322,I don't agree with this statement.,0
3505,"Just stop already, your point makes no sense.",1
1385,"Just shut up already, enough with your nonsense.",1
3278,"Just stop already, your point makes no sense.",1
3674,"You must be kidding, how can you be so dumb?",1
2424,"You're worthless, get a life.",1
5582,"Such a brilliant comment, well done!",0
2690,"What a load of rubbish, you should be ashamed.",1
6067,Keep up the good work!,0
4896,This is such a pathetic attempt.,1
2635,"Be quiet, no one cares what you think.",1
7533,"Excellent work, really appreciate it!",0
156,This is the most ignorant thing I've ever read.,1
6118,"Amazing work, really loved your thoughts!",0
5496,Very informative and well researched.,0
4296,"No one likes you, you're just a fool.",1
8130,Thank you for this wonderful article!,0
8565,Thank you for this wonderful article!,0
186,"You're worthless, get a life.",1
286,"You're worthless, get a life.",1
1676,"You're worthless, get a life.",1
6948,Keep up the good work!,0
5492,"Such a brilliant comment, well done!",0
556,"This is just stupid, what are you even talking about?",1
4213,"You're worthless, get a life.",1
4326,"What a load of rubbish, you should be ashamed.",1
4679,"Just shut up already, enough with your nonsense.",1
5602,"Your perspective really made me think, thank you!",0
1732,"What nonsense, you're clearly misinformed.",1
2324,"What nonsense, you're clearly misinformed.",1
7893,Keep up the good work!,0
517,"Just shut up already, enough with your nonsense.",1
7439,Really informative and thoughtful post.,0
6640,"Fantastic article, very enlightening!",0
3356,This is absolutely terrible.,1
2629,This is absolutely terrible.,1
2099,"What nonsense, you're clearly misinformed.",1
8077,"Such an insightful comment, great job!",0
7385,Thank you for this wonderful article!,0
3630,This is absolutely terrible.,1
9014,"Fantastic job, very enlightening!",0
2435,"Be quiet, no one cares what you think.",1
595,"This is so dumb, I can't believe it.",1
536,"Just shut up already, enough with your nonsense.",1
1925,"Just shut up already, enough with your nonsense.",1
6845,Thank you for this wonderful article!,0
8398,Very informative and well researched.,0
853,"This is so dumb, I can't believe it.",1
3257,"You're worthless, get a life.",1
176,"Shut up, no one wants to hear your opinion.",1
4439,"No one likes you, you're just a fool.",1
6878,Really informative and thoughtful post.,0
7706,Really informative and thoughtful post.,0
6314,Very informative and well researched.,0
5469,I completely disagree with this!,0
2520,"You must be kidding, how can you be so dumb?",1
9575,Really informative and thoughtful post.,0
3667,"Shut up, no one wants to hear your opinion.",1
4257,"This is so dumb, I can't believe it.",1
6937,Really informative and thoughtful post.,0
9830,"What a wonderful post, thank you!",0
1263,"What nonsense, you're clearly misinformed.",1
9884,Very well articulated and respectful opinion.,0
9728,"Fantastic job, very enlightening!",0
1172,This is absolutely terrible.,1
6255,Really informative and thoughtful post.,0
1691,This is absolutely terrible.,1
4516,"Just shut up already, enough with your nonsense.",1
970,"Just shut up already, enough with your nonsense.",1
2296,"You're worthless, get a life.",1
9970,"Such a brilliant comment, well done!",0
5777,I don't agree with this statement.,0
4948,This is absolutely terrible.,1
4856,"Shut up, no one wants to hear your opinion.",1
4975,"Shut up, no one wants to hear your opinion.",1
9851,"Excellent work, really appreciate it!",0
7714,"Fantastic job, very enlightening!",0
5909,Well expressed and thoughtful opinion.,0
1571,"This is just stupid, what are you even talking about?",1
7804,"Fantastic job, very enlightening!",0
6536,"Nicely written post, very engaging.",0
6337,"Wow, this really changed my perspective, thank you!",0
6525,"Fantastic article, very enlightening!",0
6734,Very well articulated and respectful opinion.,0
8935,"Your perspective really made me think, thank you!",0
5984,"Wow, this really changed my perspective, thank you!",0
3683,"Just shut up already, enough with your nonsense.",1
2924,"No one likes you, you're just a fool.",1
4220,"This is so dumb, I can't believe it.",1
1996,"Shut up, no one wants to hear your opinion.",1
4816,"What nonsense, you're clearly misinformed.",1
3304,"Be quiet, no one cares what you think.",1
6646,I don't agree with this statement.,0
1857,How can someone be so ridiculous?,1
6605,Keep up the good work!,0
2822,"You must be kidding, how can you be so dumb?",1
7824,"Great post, very well written.",0
5013,"Fantastic article, very enlightening!",0
5330,"What a wonderful post, thank you!",0
7132,Very informative and well researched.,0
1096,"This is so dumb, I can't believe it.",1
279,This is such a pathetic attempt.,1
2682,This is such a pathetic attempt.,1
8797,Really informative and thoughtful post.,0
3050,"You must be kidding, how can you be so dumb?",1
7964,I completely disagree with this!,0
4641,"You're such a loser, get a life.",1
4481,"This is so dumb, I can't believe it.",1
5192,"Great post, very well written.",0
8314,"What a wonderful post, thank you!",0
2310,"This is just stupid, what are you even talking about?",1
9938,Really informative and thoughtful post.,0
1524,This is so ignorant and offensive.,1
8485,Very informative and well researched.,0
5423,"Excellent work, really appreciate it!",0
8174,"Excellent work, really appreciate it!",0
3670,This is the most ignorant thing I've ever read.,1
1404,"Just stop already, your point makes no sense.",1
8210,"Wow, this really changed my perspective, thank you!",0
7485,"Fantastic article, very enlightening!",0
9294,"Nicely written post, very engaging.",0
2281,This is absolutely terrible.,1
3458,"You must be kidding, how can you be so dumb?",1
2290,"What nonsense, you're clearly misinformed.",1
5507,"Such an insightful comment, great job!",0
1861,"You're an idiot, no one likes you.",1
1275,"You're worthless, get a life.",1
3425,This is absolutely terrible.,1
7245,"Amazing work, really loved your thoughts!",0
6132,"Such a brilliant comment, well done!",0
5365,"Your perspective really made me think, thank you!",0
4868,"Just shut up already, enough with your nonsense.",1
2421,"You're worthless, get a life.",1
3305,"Just stop already, your point makes no sense.",1
1409,"What nonsense, you're clearly misinformed.",1
9297,Keep up the good work!,0
4594,"Just shut up already, enough with your nonsense.",1
7312,"Great post, very well written.",0
8183,"Your perspective really made me think, thank you!",0
8909,"Such an insightful comment, great job!",0
9394,"Nicely written post, very engaging.",0
2306,This is the most ignorant thing I've ever read.,1
9315,"Amazing work, really loved your thoughts!",0
6572,"Nicely written post, very engaging.",0
5794,I don't agree with this statement.,0
2937,How can someone be so ridiculous?,1
3212,This is the most ignorant thing I've ever read.,1
2168,This is absolutely terrible.,1
7724,"Excellent work, really appreciate it!",0
1519,"What nonsense, you're clearly misinformed.",1
1712,"Shut up, no one wants to hear your opinion.",1
8648,Very informative and well researched.,0
2312,"You're such a loser, get a life.",1
7408,"Fantastic article, very enlightening!",0
6490,I completely disagree with this!,0
6728,I completely disagree with this!,0
14,This is such a pathetic attempt.,1
9372,"What a wonderful post, thank you!",0
639,"This is so dumb, I can't believe it.",1
8213,Very well articulated and respectful opinion.,0
8324,Thank you for this wonderful article!,0
4459,"Just stop already, your point makes no sense.",1
2339,This is the most ignorant thing I've ever read.,1
4560,"Be quiet, no one cares what you think.",1
927,"You're an idiot, no one likes you.",1
5170,I completely disagree with this!,0
8335,Really informative and thoughtful post.,0
4056,"You're such a loser, get a life.",1
6103,"Such a brilliant comment, well done!",0
2516,"You're worthless, get a life.",1
363,This is the most ignorant thing I've ever read.,1
6855,Very informative and well researched.,0
1154,"This is so dumb, I can't believe it.",1
4413,"This is so dumb, I can't believe it.",1
8980,"Great post, very well written.",0
5509,"Fantastic job, very enlightening!",0
5465,I completely disagree with this!,0
8671,"Such a brilliant comment, well done!",0
3851,How can someone be so ridiculous?,1
6661,Keep up with the good content!,0
6512,Keep up the good work!,0
1406,"What a load of rubbish, you should be ashamed.",1
8840,Very well articulated and respectful opinion.,0
5059,"Excellent work, really appreciate it!",0
5544,Very informative and well researched.,0
4857,"Shut up, no one wants to hear your opinion.",1
9522,Very well articulated and respectful opinion.,0
9047,"Great post, very well written.",0
6657,"Fantastic job, very enlightening!",0
9965,Really informative and thoughtful post.,0
6399,"Excellent work, really appreciate it!",0
9115,Keep up with the good content!,0
6914,I don't agree with this statement.,0
5532,"Fantastic article, very enlightening!",0
3897,This is so ignorant and offensive.,1
9095,"Such a brilliant comment, well done!",0
3405,"No one likes you, you're just a fool.",1
6056,"What a wonderful post, thank you!",0
5536,"Wow, this really changed my perspective, thank you!",0
6815,"Your perspective really made me think, thank you!",0
4339,This is so ignorant and offensive.,1
9364,I completely disagree with this!,0
5699,"Such a brilliant comment, well done!",0
4902,"What a load of rubbish, you should be ashamed.",1
1132,This is the most ignorant thing I've ever read.,1
6552,"Excellent work, really appreciate it!",0
2152,"Be quiet, no one cares what you think.",1
5884,"Such a brilliant comment, well done!",0
8253,"Great post, very well written.",0
9494,"Nicely written post, very engaging.",0
6805,Very informative and well researched.,0
8161,"Wow, this really changed my perspective, thank you!",0
5616,Keep up with the good content!,0
8611,"Wow, this really changed my perspective, thank you!",0
1774,This is so ignorant and offensive.,1
636,"This is so dumb, I can't believe it.",1
2960,This is the most ignorant thing I've ever read.,1
9295,"Excellent work, really appreciate it!",0
9439,Very informative and well researched.,0
7328,"Excellent work, really appreciate it!",0
9795,I completely disagree with this!,0
9840,"Great post, very well written.",0
3952,How can someone be so ridiculous?,1
589,"What nonsense, you're clearly misinformed.",1
1100,This is the most ignorant thing I've ever read.,1
5056,Thank you for this wonderful article!,0
1632,"What nonsense, you're clearly misinformed.",1
819,"You're such a loser, get a life.",1
8296,"Excellent work, really appreciate it!",0
7357,Really informative and thoughtful post.,0
1138,"Just stop already, your point makes no sense.",1
6310,Keep up with the good content!,0
3251,"Just shut up already, enough with your nonsense.",1
4767,How can someone be so ridiculous?,1
1537,"Shut up, no one wants to hear your opinion.",1
7765,I completely disagree with this!,0
2576,This is so ignorant and offensive.,1
2176,"Be quiet, no one cares what you think.",1
2233,This is absolutely terrible.,1
6169,Thank you for this wonderful article!,0
1951,"You're an idiot, no one likes you.",1
2495,This is such a pathetic attempt.,1
828,This is the most ignorant thing I've ever read.,1
9734,"Great post, very well written.",0
8146,"Such a brilliant comment, well done!",0
585,"Just stop already, your point makes no sense.",1
8662,"Your perspective really made me think, thank you!",0
7799,"Excellent work, really appreciate it!",0
1759,"What a load of rubbish, you should be ashamed.",1
6117,"Such a brilliant comment, well done!",0
8937,Very informative and well researched.,0
3764,This is the most ignorant thing I've ever read.,1
1708,"You're worthless, get a life.",1
327,This is such a pathetic attempt.,1
1766,"Just shut up already, enough with your nonsense.",1
9342,I don't agree with this statement.,0
1053,"Shut up, no one wants to hear your opinion.",1
6113,"What a wonderful post, thank you!",0
3307,This is absolutely terrible.,1
5964,"Amazing work, really loved your thoughts!",0
7432,Very informative and well researched.,0
7597,Keep up the good work!,0
5657,"Your perspective really made me think, thank you!",0
1192,"What nonsense, you're clearly misinformed.",1
8001,"Such an insightful comment, great job!",0
4715,"You must be kidding, how can you be so dumb?",1
9381,"Your perspective really made me think, thank you!",0
1602,This is absolutely terrible.,1
5157,I completely disagree with this!,0
8813,Well expressed and thoughtful opinion.,0
8498,"Excellent work, really appreciate it!",0
8566,I completely disagree with this!,0
2833,"What nonsense, you're clearly misinformed.",1
836,"This is just stupid, what are you even talking about?",1
3933,"Just stop already, your point makes no sense.",1
9018,"Excellent work, really appreciate it!",0
1872,"You're worthless, get a life.",1
9983,"Wow, this really changed my perspective, thank you!",0
8781,"Fantastic job, very enlightening!",0
4675,How can someone be so ridiculous?,1
4977,This is the most ignorant thing I've ever read.,1
5097,"What a wonderful post, thank you!",0
9880,I don't agree with this statement.,0
608,"No one likes you, you're just a fool.",1
2175,"Just stop already, your point makes no sense.",1
4216,This is absolutely terrible.,1
3792,"You're worthless, get a life.",1
1296,"Just shut up already, enough with your nonsense.",1
1990,This is such a pathetic attempt.,1
5815,"Great post, very well written.",0
2326,"What a load of rubbish, you should be ashamed.",1
2236,"You must be kidding, how can you be so dumb?",1
3439,"Be quiet, no one cares what you think.",1
1534,"No one likes you, you're just a fool.",1
538,"What nonsense, you're clearly misinformed.",1
3287,"You're an idiot, no one likes you.",1
6520,Keep up with the good content!,0
3160,"This is just stupid, what are you even talking about?",1
2427,This is so ignorant and offensive.,1
2437,"This is just stupid, what are you even talking about?",1
3779,"Be quiet, no one cares what you think.",1
5167,Thank you for this wonderful article!,0
935,"You're such a loser, get a life.",1
1826,"Shut up, no one wants to hear your opinion.",1
1016,"What nonsense, you're clearly misinformed.",1
821,How can someone be so ridiculous?,1
7876,"Your perspective really made me think, thank you!",0
7835,"Wow, this really changed my perspective, thank you!",0
168,"You're an idiot, no one likes you.",1
8923,Well expressed and thoughtful opinion.,0
6338,Very informative and well researched.,0
6093,"Amazing work, really loved your thoughts!",0
7072,"Such an insightful comment, great job!",0
5361,Keep up the good work!,0
8207,"Such an insightful comment, great job!",0
2182,"You're an idiot, no one likes you.",1
5867,"Wow, this really changed my perspective, thank you!",0
9068,"Such a brilliant comment, well done!",0
2842,This is the most ignorant thing I've ever read.,1
4246,This is so ignorant and offensive.,1
5383,"Such an insightful comment, great job!",0
5237,"Fantastic article, very enlightening!",0
3313,How can someone be so ridiculous?,1
3596,"You're an idiot, no one likes you.",1
7238,"Amazing work, really loved your thoughts!",0
184,"What nonsense, you're clearly misinformed.",1
8903,Keep up the good work!,0
3658,"What a load of rubbish, you should be ashamed.",1
3444,"Shut up, no one wants to hear your opinion.",1
161,"Just shut up already, enough with your nonsense.",1
2618,This is the most ignorant thing I've ever read.,1
3100,"This is so dumb, I can't believe it.",1
118,"You're an idiot, no one likes you.",1
2971,"Just shut up already, enough with your nonsense.",1
5879,"Fantastic job, very enlightening!",0
8920,Very well articulated and respectful opinion.,0
5244,"Such an insightful comment, great job!",0
2398,This is so ignorant and offensive.,1
6548,"Your perspective really made me think, thank you!",0
1260,This is so ignorant and offensive.,1
6568,"Wow, this really changed my perspective, thank you!",0
1745,"You're an idiot, no one likes you.",1
7632,Thank you for this wonderful article!,0
2917,This is such a pathetic attempt.,1
4201,"Just stop already, your point makes no sense.",1
3180,This is the most ignorant thing I've ever read.,1
2160,"What nonsense, you're clearly misinformed.",1
2558,"This is so dumb, I can't believe it.",1
7924,"Great post, very well written.",0
3840,"You're worthless, get a life.",1
677,"You're such a loser, get a life.",1
4576,This is the most ignorant thing I've ever read.,1
3125,"Just shut up already, enough with your nonsense.",1
5144,"Excellent work, really appreciate it!",0
6091,"Fantastic job, very enlightening!",0
8275,Very informative and well researched.,0
8767,Very well articulated and respectful opinion.,0
2048,"You're an idiot, no one likes you.",1
1527,"Just stop already, your point makes no sense.",1
2429,"No one likes you, you're just a fool.",1
5876,Well expressed and thoughtful opinion.,0
5783,"What a wonderful post, thank you!",0
3322,This is so ignorant and offensive.,1
4601,"You're an idiot, no one likes you.",1
7510,"What a wonderful post, thank you!",0
8696,"Your perspective really made me think, thank you!",0
8787,I don't agree with this statement.,0
5956,"Wow, this really changed my perspective, thank you!",0
9033,"Nicely written post, very engaging.",0
4936,"You're such a loser, get a life.",1
9459,Well expressed and thoughtful opinion.,0
7298,Really informative and thoughtful post.,0
3477,"Just shut up already, enough with your nonsense.",1
1979,"You're an idiot, no one likes you.",1
9808,Thank you for this wonderful article!,0
3880,"You must be kidding, how can you be so dumb?",1
6868,"Amazing work, really loved your thoughts!",0
1432,"No one likes you, you're just a fool.",1
7337,"Your perspective really made me think, thank you!",0
7003,"What a wonderful post, thank you!",0
110,"You're such a loser, get a life.",1
9535,I don't agree with this statement.,0
4285,"Be quiet, no one cares what you think.",1
894,This is absolutely terrible.,1
1624,"No one likes you, you're just a fool.",1
1722,"Shut up, no one wants to hear your opinion.",1
6764,"What a wonderful post, thank you!",0
7802,"Wow, this really changed my perspective, thank you!",0
1236,This is the most ignorant thing I've ever read.,1
2944,"What a load of rubbish, you should be ashamed.",1
6225,Keep up with the good content!,0
1034,How can someone be so ridiculous?,1
9401,Really informative and thoughtful post.,0
6666,"Amazing work, really loved your thoughts!",0
2097,This is so ignorant and offensive.,1
9635,"Fantastic job, very enlightening!",0
2890,"No one likes you, you're just a fool.",1
512,"This is just stupid, what are you even talking about?",1
4934,"You're such a loser, get a life.",1
121,"You must be kidding, how can you be so dumb?",1
8467,"Such a brilliant comment, well done!",0
2965,"What a load of rubbish, you should be ashamed.",1
4828,"This is just stupid, what are you even talking about?",1
4423,This is such a pathetic attempt.,1
8888,"Great post, very well written.",0
1559,This is the most ignorant thing I've ever read.,1
548,"Be quiet, no one cares what you think.",1
8943,"Amazing work, really loved your thoughts!",0
6138,"Your perspective really made me think, thank you!",0
6210,"Nicely written post, very engaging.",0
7873,Thank you for this wonderful article!,0
8089,"Nicely written post, very engaging.",0
3443,"Be quiet, no one cares what you think.",1
8599,"Wow, this really changed my perspective, thank you!",0
238,"Just stop already, your point makes no sense.",1
8380,I don't agree with this statement.,0
9696,"Fantastic article, very enlightening!",0
2902,This is absolutely terrible.,1
3081,"You're such a loser, get a life.",1
3283,"Just shut up already, enough with your nonsense.",1
6521,Keep up the good work!,0
3434,This is so ignorant and offensive.,1
65,"You're worthless, get a life.",1
8589,Very informative and well researched.,0
984,"Be quiet, no one cares what you think.",1
2021,"This is so dumb, I can't believe it.",1
8584,"Nicely written post, very engaging.",0
5130,"Your perspective really made me think, thank you!",0
8714,"Amazing work, really loved your thoughts!",0
2187,How can someone be so ridiculous?,1
7585,"Such a brilliant comment, well done!",0
1413,"No one likes you, you're just a fool.",1
3901,"You're such a loser, get a life.",1
7387,"Great post, very well written.",0
1851,How can someone be so ridiculous?,1
7517,"Your perspective really made me think, thank you!",0
7788,"Such an insightful comment, great job!",0
3210,"Just shut up already, enough with your nonsense.",1
2418,"Shut up, no one wants to hear your opinion.",1
1195,This is the most ignorant thing I've ever read.,1
3099,"What nonsense, you're clearly misinformed.",1
3875,"You're such a loser, get a life.",1
8750,Very informative and well researched.,0
8015,"Excellent work, really appreciate it!",0
3068,"Be quiet, no one cares what you think.",1
6268,"Great post, very well written.",0
1421,This is the most ignorant thing I've ever read.,1
8366,"Wow, this really changed my perspective, thank you!",0
7682,"Fantastic article, very enlightening!",0
2714,"Just stop already, your point makes no sense.",1
2186,"This is just stupid, what are you even talking about?",1
6211,"Such an insightful comment, great job!",0
2383,"What nonsense, you're clearly misinformed.",1
8782,Well expressed and thoughtful opinion.,0
1974,"You're such a loser, get a life.",1
7095,"Nicely written post, very engaging.",0
3664,"You're an idiot, no one likes you.",1
462,This is such a pathetic attempt.,1
7456,I don't agree with this statement.,0
4408,"You're an idiot, no one likes you.",1
2656,This is the most ignorant thing I've ever read.,1
7217,"Great post, very well written.",0
1153,"Just stop already, your point makes no sense.",1
8269,"Excellent work, really appreciate it!",0
8881,I don't agree with this statement.,0
3390,"You're worthless, get a life.",1
8153,Very well articulated and respectful opinion.,0
4143,This is such a pathetic attempt.,1
8136,"Amazing work, really loved your thoughts!",0
3170,"Shut up, no one wants to hear your opinion.",1
4848,This is so ignorant and offensive.,1
1545,This is such a pathetic attempt.,1
7353,"Nicely written post, very engaging.",0
2455,This is the most ignorant thing I've ever read.,1
202,This is such a pathetic attempt.,1
5303,Really informative and thoughtful post.,0
54,"No one likes you, you're just a fool.",1
7542,Keep up with the good content!,0
527,"You must be kidding, how can you be so dumb?",1
9909,Very informative and well researched.,0
5579,I completely disagree with this!,0
3688,"This is just stupid, what are you even talking about?",1
8356,Keep up the good work!,0
3138,How can someone be so ridiculous?,1
1655,This is such a pathetic attempt.,1
5484,Keep up with the good content!,0
8468,"Excellent work, really appreciate it!",0
9587,"Your perspective really made me think, thank you!",0
6872,Really informative and thoughtful post.,0
5818,"What a wonderful post, thank you!",0
907,"Shut up, no one wants to hear your opinion.",1
298,This is so ignorant and offensive.,1
9605,"Amazing work, really loved your thoughts!",0
9461,"What a wonderful post, thank you!",0
9991,"Fantastic job, very enlightening!",0
1047,"You must be kidding, how can you be so dumb?",1
5463,"Wow, this really changed my perspective, thank you!",0
2441,"This is so dumb, I can't believe it.",1
5751,Well expressed and thoughtful opinion.,0
3999,"You're an idiot, no one likes you.",1
5968,Well expressed and thoughtful opinion.,0
1923,This is absolutely terrible.,1
1239,"What nonsense, you're clearly misinformed.",1
5103,Well expressed and thoughtful opinion.,0
5833,Well expressed and thoughtful opinion.,0
1331,"What a load of rubbish, you should be ashamed.",1
4664,"This is so dumb, I can't believe it.",1
7102,"Such an insightful comment, great job!",0
8519,"What a wonderful post, thank you!",0
2666,This is the most ignorant thing I've ever read.,1
2191,"No one likes you, you're just a fool.",1
8123,I completely disagree with this!,0
2298,This is such a pathetic attempt.,1
695,"Just shut up already, enough with your nonsense.",1
8705,"Wow, this really changed my perspective, thank you!",0
4469,"This is just stupid, what are you even talking about?",1
9267,"Such a brilliant comment, well done!",0
5682,Very informative and well researched.,0
4338,"This is so dumb, I can't believe it.",1
3204,"This is so dumb, I can't believe it.",1
6662,Keep up with the good content!,0
6884,Very informative and well researched.,0
8060,Very well articulated and respectful opinion.,0
2229,This is so ignorant and offensive.,1
